Functional Location Name L6,Functional Location Type L6,Functional Location Id L6,Functional Location Name L5,Functional Location Type L5,Functional Location Id L5,Functional Location Name L4,Functional Location Type L4,Functional Location Id L4,Functional Location Name L3,Functional Location Type L3,Functional Location Id L3,Functional Location Name L2,Functional Location Type L2,Functional Location Id L2,Functional Location Name L1,Functional Location Type L1,Functional Location Id L1,Asset Id,Asset Name,Asset Status
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Residence,Building,101795,02. First Floor,Floor,101274,BLDG Structure,Structure,100692,BLD100288,0939-02 Millbrook Rise - Residence-First Floor-L1,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Allambie Building,Building,102025,02. Ground Floor,Floor,101600,BLDG Structure,Structure,101018,BLD102497,0109-02 Allambie Building-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Holyoake (HYK),Site,102129,Alcohol & Drugs Service,Building,101922,01. Ground Floor,Floor,101541,BLDG Structure,Structure,100959,BLD102446,0714-01 Alcohol & Drugs Service -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Holyoake (HYK),Site,102129,Alcohol & Drugs Service,Building,101922,02. First Floor,Floor,101436,BLDG Structure,Structure,100854,BLD102450,0714-02 Alcohol & Drugs Service -L1,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Launceston General Hospital,Building,101923,08. Roof,Floor,104926,BLDG Structure,Structure,104927,BLD163011,0100-08 Launceston General Hospital-RF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Ambulance Tasmania Aeromedical (ATA),Site,104889,Aeromedical Ambulance North,Building,104885,01. Ground Floor,Floor,104872,BLDG Structure,Structure,104859,BLD163004,3008-01 Aeromedical Ambulance North-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown Ambulance Station (QTAS),Site,102172,Ambulance Station(Garage),Building,102057,01. Ground Floor,Floor,101635,BLDG Structure,Structure,101053,BLD102325,2093-01 Ambulance Station -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown Ambulance Station (QTAS),Site,102172,Ambulance Station (Garage),Building,102061,01. Ground Floor,Floor,101640,BLDG Structure,Structure,101058,BLD102331,2094-01 Ambulance Station -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Security Office (check this),Building,102073,01. Ground Floor,Floor,101653,BLDG Structure,Structure,101071,BLD102310,0065-01 Security Office -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,09. Roof,Floor,104804,BLDG Structure,Structure,104831,BLD162983,0733-09 Private Hospital-RF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 1,Building,101868,01. Ground Floor,Floor,101310,BLDG Structure,Structure,100728,BLD102362,0991-01 Unit 1 -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Helipad,Building,101983,02. First Floor,Floor,101545,BLDG Structure,Structure,100963,BLD102405,0963-02 Helipad-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,07. Sixth Floor,Floor,101465,BLDG Structure,Structure,100883,BLD102430,0733-07 Private Hospital-L6,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,04. Third Floor,Floor,101492,BLDG Structure,Structure,100910,BLD102424,0733-04 Private Hospital-L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,06. Fifth Floor,Floor,101508,BLDG Structure,Structure,100926,BLD102432,0733-06 Private Hospital-L5,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,02. First Floor,Floor,101511,BLDG Structure,Structure,100929,BLD102422,0733-02 Private Hospital-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,03. Second Floor,Floor,101445,BLDG Structure,Structure,100863,BLD102416,0733-03 Private Hospital-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,01. Ground Floor,Floor,101486,BLDG Structure,Structure,100904,BLD102423,0733-01 Private Hospital-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,05. Fourth Floor,Floor,101447,BLDG Structure,Structure,100865,BLD102425,0733-05 Private Hospital-L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,08. Seventh Floor,Floor,101548,BLDG Structure,Structure,100966,BLD102429,0733-08 Private Hospital-L7,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 3,Building,101865,01. Ground Floor,Floor,101305,BLDG Structure,Structure,100723,BLD102361,0891-01 Unit 3-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 5,Building,101910,01. Ground Floor,Floor,101409,BLDG Structure,Structure,100827,BLD102363,0893-01 Unit 5 -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 4,Building,101917,01. Ground Floor,Floor,101430,BLDG Structure,Structure,100848,BLD102360,0892-01 Unit 4-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 2,Building,101864,01. Ground Floor,Floor,101304,BLDG Structure,Structure,100722,BLD102359,0890-01 Unit 2 -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 6,Building,101863,01. Ground Floor,Floor,101303,BLDG Structure,Structure,100721,BLD102364,0990-01 Unit 6-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Ambulance Tas Regional Office (ATRO),Site,102122,Communications Centre,Building,101939,02. First Floor,Floor,101462,BLDG Structure,Structure,100880,BLD102419,0682-02 Communications Centre -L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Ambulance Tas Regional Office (ATRO),Site,102122,Regional Office,Building,101946,01. Ground Floor,Floor,101473,BLDG Structure,Structure,100891,BLD102420,0682-01 Regional Office -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Major Hospital,Building,101989,02. Level 1,Floor,102913,BLDG Structure,Structure,102915,BLD112034,0272-02 Major Hospital-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Major Hospital,Building,101989,03. Level 2,Floor,102914,BLDG Structure,Structure,102916,BLD112038,0272-03 Major Hospital-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Peacock Centre MHS (PCMHS),Site,102217,Peacock Centre,Building,101718,01. Ground Floor,Floor,101139,BLDG Structure,Structure,100557,BLD100412,2077-01 Peacock Centre -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Liverpool Clinic (RHHLC),Site,104771,RHH Liverpool Clinics,Building,104772,01. Level 7 Outpatient Clinics,Floor,104773,BLDG Structure,Structure,104774,BLD162974,2113-07 RHH Liverpool Clinics,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Peacock Centre MHS (PCMHS),Site,102217,Peacock Centre  - New build,Building,101851,01. Ground Floor,Floor,101366,BLDG Structure,Structure,100784,BLD102365,2081-01 Peacock Centre  - New build-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Peacock Centre MHS (PCMHS),Site,102217,Peacock Centre  - Greenhouse,Building,101714,03. Ground Floor,Floor,101135,BLDG Structure,Structure,100553,BLD100242,2081-03 Peacock Centre  - Greenhouse -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Lindsay Miller Building,Building,101978,03. Plant room,Floor,104924,BLDG Structure,Structure,104925,BLD163010,2020-03 Lindsay Miller Building-Plant room,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Holman Clinic Patient & Student Accom & Spurr Wing,Building,102046,02. First Floor,Floor,104928,BLDG Structure,Structure,104929,BLD163012,0866-01 Holman Clinic Patient & Student Accom & Spurr Wing-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - C Block,Building,101869,07. Fifth Floor,Floor,101387,BLDG Structure,Structure,100805,BLD102584,0112-07 C Block -L5,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,D Block - Infill building,Building,101895,06. Roof,Floor,104814,BLDG Structure,Structure,104841,BLD162991,0121-06 D Block-RF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Telstra Building,Site,105005,Telstra,Building,101875,07. Fifth Floor,Floor,101322,BLDG Structure,Structure,100740,BLD102371,2083-07 Telstra -L5,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Telstra Building,Site,105005,Telstra,Building,101875,04. Fourth Floor,Floor,101396,BLDG Structure,Structure,100814,BLD102372,2083-04 Telstra -L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,56 Collins St,Site,105004,Sexual Health Services,Building,104873,01. Ground Floor,Floor,104860,BLDG Structure,Structure,104847,BLD162995,2115-01 Sexual Health Services,Active
